iter	Passed	Remaining
1666	72281	14438
1667	72326	14395
1668	72366	14351
1669	72406	14307
1670	72449	14264
1671	72489	14220
1672	72529	14176
1673	72569	14132
1674	72607	14088
1675	72644	14043
1676	72687	14000
1677	72728	13956
1678	72770	13912
1679	72810	13868
1680	72850	13824
1681	72894	13781
1682	72933	13737
1683	72975	13693
1684	73014	13649
1685	73052	13605
1686	73096	13561
1687	73137	13518
1688	73180	13474
1689	73219	13430
1690	73258	13386
1691	73301	13343
1692	73342	13299
1693	73382	13255
1694	73422	13211
1695	73475	13170
1696	73527	13128
1697	73578	13086
1698	73629	13044
1699	73676	13001
1700	73727	12959
1701	73777	12917
1702	73827	12875
1703	73873	12832
1704	73922	12790
1705	73969	12747
1706	74024	12706
1707	74072	12663
1708	74121	12621
1709	74172	12578
1710	74220	12536
1711	74272	12494
1712	74321	12451
1713	74368	12409
1714	74409	12365
1715	74464	12323
1716	74509	12280
1717	74549	12236
1718	74591	12193
1719	74636	12150
1720	74679	12106
1721	74723	12063
1722	74762	12019
1723	74803	11975
1724	74851	11932
1725	74893	11889
1726	74936	11845
1727	74984	11803
1728	75040	11761
1729	75093	11719
1730	75149	11678
1731	75197	11635
1732	75250	11593
1733	75301	11551
1734	75349	11508
1735	75397	11466
1736	75453	11424
1737	75502	11381
1738	75541	11337
1739	75580	11293
1740	75618	11249
1741	75660	11205
1742	75696	11161
1743	75734	11117
1744	75775	11073
1745	75810	11028
1746	75852	10984
1747	75889	10940
1748	75930	10896
1749	75967	10852
1750	76010	10808
1751	76050	10765
1752	76095	10721
1753	76136	10678
1754	76172	10633
1755	76212	10589
1756	76249	10545
1757	76285	10501
1758	76324	10457
1759	76362	10413
1760	76400	10368
1761	76440	10325
1762	76481	10281
1763	76523	10237
1764	76559	10193
1765	76597	10149
1766	76638	10105
1767	76677	10061
1768	76714	10017
1769	76755	9973
1770	76795	9930
1771	76837	9886
1772	76875	9842
1773	76917	9798
1774	76957	9755
1775	76996	9711
1776	77035	9667
1777	77073	9623
1778	77116	9579
1779	77159	9536
1780	77197	9492
1781	77236	9448
1782	77274	9404
1783	77311	9360
1784	77350	9316
1785	77389	9272
1786	77427	9228
1787	77470	9185
1788	77509	9141
1789	77549	9098
1790	77588	9054
1791	77626	9010
1792	77665	8966
1793	77708	8923
1794	77752	8879
1795	77791	8836
1796	77829	8792
1797	77867	8748
1798	77905	8704
1799	77945	8660
1800	77987	8617
1801	78024	8573
1802	78060	8529
1803	78098	8485
1804	78137	8441
1805	78175	8397
1806	78218	8354
1807	78258	8310
1808	78297	8266
1809	78336	8223
1810	78372	8179
1811	78413	8135
1812	78449	8091
1813	78485	8047
1814	78522	8003
1815	78559	7959
1816	78595	7915
1817	78635	7872
1818	78674	7828
1819	78717	7785
1820	78756	7741
1821	78793	7697
1822	78836	7654
1823	78878	7611
1824	78918	7567
1825	78960	7524
1826	79002	7480
1827	79043	7437
1828	79082	7393
1829	79120	7350
1830	79162	7306
1831	79201	7262
1832	79241	7219
1833	79284	7176
1834	79324	7132
1835	79364	7089
1836	79411	7046
1837	79450	7002
1838	79489	6959
1839	79529	6915
1840	79564	6871
1841	79605	6828
1842	79649	6785
1843	79691	6741
1844	79729	6698
1845	79770	6654
1846	79813	6611
1847	79853	6568
1848	79896	6524
1849	79943	6481
1850	79982	6438
1851	80021	6394
1852	80059	6351
1853	80099	6307
1854	80139	6264
1855	80181	6220
1856	80226	6177
1857	80265	6134
1858	80304	6090
1859	80347	6047
1860	80387	6004
1861	80424	5960
1862	80466	5917
1863	80506	5873
1864	80551	5830
1865	80591	5787
1866	80632	5744
1867	80673	5700
1868	80713	5657
1869	80755	5614
1870	80795	5570
1871	80836	5527
1872	80879	5484
1873	80916	5440
1874	80957	5397
1875	80997	5353
1876	81037	5310
1877	81079	5267
1878	81126	5224
1879	81173	5181
1880	81213	5137
1881	81255	5094
1882	81298	5051
1883	81339	5008
1884	81383	4965
1885	81428	4921
1886	81470	4878
1887	81512	4835
1888	81550	4792
1889	81593	4748
1890	81631	4705
1891	81672	4662
1892	81714	4618
1893	81751	4575
1894	81792	4532
1895	81832	4488
1896	81871	4445
1897	81912	4402
1898	81954	4358
1899	81993	4315
1900	82034	4272
1901	82075	4228
1902	82123	4186
1903	82160	4142
1904	82201	4099
1905	82242	4056
1906	82284	4012
1907	82324	3969
1908	82365	3926
1909	82405	3882
1910	82445	3839
1911	82487	3796
1912	82530	3753
1913	82566	3709
1914	82605	3666
1915	82647	3623
1916	82689	3580
1917	82729	3536
1918	82770	3493
1919	82809	3450
1920	82846	3407
1921	82887	3363
1922	82929	3320
1923	82970	3277
1924	83010	3234
1925	83053	3191
1926	83094	3147
1927	83133	3104
1928	83170	3061
1929	83211	3018
1930	83256	2974
1931	83294	2931
1932	83337	2888
1933	83380	2845
1934	83430	2802
1935	83490	2760
1936	83541	2717
1937	83588	2674
1938	83643	2631
1939	83693	2588
1940	83754	2545
1941	83807	2502
1942	83860	2460
1943	83910	2417
1944	83961	2374
1945	84016	2331
1946	84068	2288
1947	84121	2245
1948	84173	2202
1949	84222	2159
1950	84270	2116
1951	84321	2073
1952	84370	2030
1953	84422	1987
1954	84476	1944
1955	84527	1901
1956	84570	1858
1957	84615	1815
1958	84659	1771
1959	84700	1728
1960	84744	1685
1961	84807	1642
1962	84857	1599
1963	84906	1556
1964	84958	1513
1965	85013	1470
1966	85070	1427
1967	85118	1384
1968	85167	1340
1969	85216	1297
1970	85271	1254
1971	85321	1211
1972	85370	1168
1973	85425	1125
1974	85470	1081
1975	85511	1038
1976	85551	995
1977	85592	951
1978	85634	908
1979	85680	865
1980	85725	822
1981	85767	778
1982	85808	735
1983	85849	692
1984	85893	649
1985	85937	605
1986	85977	562
1987	86019	519
1988	86060	475
1989	86102	432
1990	86143	389
1991	86181	346
1992	86221	302
1993	86263	259
1994	86308	216
1995	86349	173
1996	86389	129
1997	86431	86
1998	86473	43
1999	86508	0
