iter	MAE	RMSE
1932	14.33449809	24.85815334
1933	14.33370766	24.85678069
1934	14.33303295	24.853325
1935	14.33178996	24.85141564
1936	14.33153129	24.85043183
1937	14.33141046	24.84995889
1938	14.32995191	24.84683224
1939	14.32990715	24.84661497
1940	14.32969134	24.84573886
1941	14.32931645	24.84354636
1942	14.32868537	24.84187659
1943	14.32832008	24.84084777
1944	14.32821265	24.84037822
1945	14.32795224	24.83950254
1946	14.32795062	24.83934465
1947	14.32718045	24.83779151
1948	14.3269898	24.83666553
1949	14.32670373	24.83577185
1950	14.3267714	24.83573667
1951	14.32620571	24.83428091
1952	14.32576206	24.83169318
1953	14.32499559	24.83005064
1954	14.32465539	24.8283516
1955	14.32379641	24.8264125
1956	14.3237788	24.82621479
1957	14.32378286	24.82603863
1958	14.32317133	24.82440912
1959	14.32234893	24.82276196
1960	14.32153051	24.82075338
1961	14.32057743	24.81936866
1962	14.32036998	24.81772839
1963	14.32021911	24.81719344
1964	14.3193117	24.81519347
1965	14.31814822	24.81281382
1966	14.31730445	24.8114791
1967	14.31710146	24.8107582
1968	14.31689114	24.81004669
1969	14.31663483	24.80833913
1970	14.31564487	24.80650918
1971	14.31366781	24.80343267
1972	14.31329807	24.80234831
1973	14.31237867	24.79988449
1974	14.3120812	24.79855485
1975	14.31187161	24.79774195
1976	14.31102613	24.7959367
1977	14.31079398	24.7948573
1978	14.31030232	24.79378767
1979	14.30918872	24.78988854
1980	14.30750168	24.78636858
1981	14.30615172	24.78404032
1982	14.3056437	24.78293229
1983	14.30407562	24.77986667
1984	14.30327491	24.77793807
1985	14.30153436	24.77500983
1986	14.30136695	24.7740068
1987	14.30089001	24.7721452
1988	14.30064462	24.77066625
1989	14.30030848	24.76811754
1990	14.29956427	24.76642689
1991	14.29946702	24.76596419
1992	14.29933107	24.76524023
1993	14.29852012	24.76399055
1994	14.2973683	24.76207749
1995	14.2974277	24.76200536
1996	14.29709319	24.75948926
1997	14.29696122	24.7590468
1998	14.2962965	24.75700226
1999	14.29636827	24.75696781
